"DICE","Network","Hemi","Group","subj"
0,"SM_B","Left","CGS-",175742
0.0376884415745735,"SM_B","Left","CGS-",192136
0,"SM_B","Left","CGS-",208125
0,"SM_B","Left","CGS-",220721
0,"SM_B","Left","CGS-",576255
0,"SM_B","Left","CGS-",588565
0.0104602510109544,"SM_B","Left","CGS-",680250
0,"SM_B","Left","CGS-",894774
0,"SM_B","Left","CGS-",993675
0.149700596928596,"DA_B","Left","CGS-",133928
0,"DA_B","Left","CGS-",136227
0,"DA_B","Left","CGS-",144832
0.148337602615356,"DA_B","Left","CGS-",147737
0,"DA_B","Left","CGS-",161731
0,"DA_B","Left","CGS-",163331
0.107865169644356,"DA_B","Left","CGS-",165234
0,"DA_B","Left","CGS-",167743
0,"DA_B","Left","CGS-",173940
0,"DA_B","Left","CGS-",194847
0.0867208689451218,"DA_B","Left","CGS-",210011
0,"DA_B","Left","CGS-",210415
0,"DA_B","Left","CGS-",214726
0,"DA_B","Left","CGS-",217429
0,"DA_B","Left","CGS-",371843
0,"DA_B","Left","CGS-",422632
0,"DA_B","Left","CGS-",475855
0.025723472237587,"DA_B","Left","CGS-",485757
0.0169971678406,"DA_B","Left","CGS-",592455
0,"DA_B","Left","CGS-",645551
0.02296450920403,"DA_B","Left","CGS-",654754
0,"DA_B","Left","CGS-",679568
0,"DA_B","Left","CGS-",734045
0.0314009673893452,"DA_B","Left","CGS-",788876
0,"DA_B","Left","CGS-",937160
0.0718232020735741,"DA_B","Left","CGS-",957974
0,"DA_B","Left","CGS-",105620
0,"DA_B","Left","CGS-",109830
0,"DA_B","Left","CGS-",117930
0.0131868133321404,"DA_B","Left","CGS-",129634
0,"DA_B","Left","CGS-",134223
0,"DA_B","Left","CGS-",136732
0.00321543402969837,"DA_B","Left","CGS-",144125
0.0227272734045982,"DA_B","Left","CGS-",160729
0.0211640205234289,"DA_B","Left","CGS-",170631
0,"DA_B","Left","CGS-",175742
0,"DA_B","Left","CGS-",192136
0,"DA_B","Left","CGS-",208125
0,"DA_B","Left","CGS-",220721
0,"DA_B","Left","CGS-",576255
0,"DA_B","Left","CGS-",588565
0,"DA_B","Left","CGS-",680250
0.0447761192917824,"DA_B","Left","CGS-",894774
0.0788177326321602,"DA_B","Left","CGS-",993675
0,"AUD","Left","CGS-",133928
0,"AUD","Left","CGS-",136227
0,"AUD","Left","CGS-",144832
0,"AUD","Left","CGS-",147737
0,"AUD","Left","CGS-",161731
0,"AUD","Left","CGS-",163331
0,"AUD","Left","CGS-",165234
0,"AUD","Left","CGS-",167743
0,"AUD","Left","CGS-",173940
0,"AUD","Left","CGS-",194847
0,"AUD","Left","CGS-",210011
0,"AUD","Left","CGS-",210415
0,"AUD","Left","CGS-",214726
0,"AUD","Left","CGS-",217429
0,"AUD","Left","CGS-",371843
0,"AUD","Left","CGS-",422632
0,"AUD","Left","CGS-",475855
0,"AUD","Left","CGS-",485757
0,"AUD","Left","CGS-",592455
0,"AUD","Left","CGS-",645551
0,"AUD","Left","CGS-",654754
0,"AUD","Left","CGS-",679568
0,"AUD","Left","CGS-",734045
0,"AUD","Left","CGS-",788876
0,"AUD","Left","CGS-",937160
0,"AUD","Left","CGS-",957974
0,"AUD","Left","CGS-",105620
0,"AUD","Left","CGS-",109830
0,"AUD","Left","CGS-",117930
0,"AUD","Left","CGS-",129634
0,"AUD","Left","CGS-",134223
0,"AUD","Left","CGS-",136732
0,"AUD","Left","CGS-",144125
0,"AUD","Left","CGS-",160729
0,"AUD","Left","CGS-",170631
0,"AUD","Left","CGS-",175742
0,"AUD","Left","CGS-",192136
0,"AUD","Left","CGS-",208125
0,"AUD","Left","CGS-",220721
0,"AUD","Left","CGS-",576255
0,"AUD","Left","CGS-",588565
0,"AUD","Left","CGS-",680250
0,"AUD","Left","CGS-",894774
0,"AUD","Left","CGS-",993675
0,"VIS_C","Left","CGS-",133928
0,"VIS_C","Left","CGS-",136227
0,"VIS_C","Left","CGS-",144832
0,"VIS_C","Left","CGS-",147737
0,"VIS_C","Left","CGS-",161731
0,"VIS_C","Left","CGS-",163331
0,"VIS_C","Left","CGS-",165234
0,"VIS_C","Left","CGS-",167743
0,"VIS_C","Left","CGS-",173940
0,"VIS_C","Left","CGS-",194847
0,"VIS_C","Left","CGS-",210011
0,"VIS_C","Left","CGS-",210415
0,"VIS_C","Left","CGS-",214726
0,"VIS_C","Left","CGS-",217429
0,"VIS_C","Left","CGS-",371843
0,"VIS_C","Left","CGS-",422632
0,"VIS_C","Left","CGS-",475855
0,"VIS_C","Left","CGS-",485757
0,"VIS_C","Left","CGS-",592455
0,"VIS_C","Left","CGS-",645551
0,"VIS_C","Left","CGS-",654754
0,"VIS_C","Left","CGS-",679568
0,"VIS_C","Left","CGS-",734045
0,"VIS_C","Left","CGS-",788876
0,"VIS_C","Left","CGS-",937160
0,"VIS_C","Left","CGS-",957974
0,"VIS_C","Left","CGS-",105620
0,"VIS_C","Left","CGS-",109830
0,"VIS_C","Left","CGS-",117930
0,"VIS_C","Left","CGS-",129634
0,"VIS_C","Left","CGS-",134223
0,"VIS_C","Left","CGS-",136732
0,"VIS_C","Left","CGS-",144125
0,"VIS_C","Left","CGS-",160729
0,"VIS_C","Left","CGS-",170631
0,"VIS_C","Left","CGS-",175742
0,"VIS_C","Left","CGS-",192136
0,"VIS_C","Left","CGS-",208125
0,"VIS_C","Left","CGS-",220721
0,"VIS_C","Left","CGS-",576255
0,"VIS_C","Left","CGS-",588565
0,"VIS_C","Left","CGS-",680250
0,"VIS_C","Left","CGS-",894774
0,"VIS_C","Left","CGS-",993675
0.275747507810593,"VA_B","Right","CGS-",109325
0.241157561540604,"VA_B","Right","CGS-",118730
0.099137932062149,"VA_B","Right","CGS-",133928
0.0629139095544815,"VA_B","Right","CGS-",136227
0.18604651093483,"VA_B","Right","CGS-",144832
0.134564638137817,"VA_B","Right","CGS-",147737
0.0260869562625885,"VA_B","Right","CGS-",148032
0.268493145704269,"VA_B","Right","CGS-",151223
0.393382340669632,"VA_B","Right","CGS-",155635
0.158682629466057,"VA_B","Right","CGS-",157437
0.361111104488373,"VA_B","Right","CGS-",161731
0.132499992847443,"VA_B","Right","CGS-",163331
0.353503197431564,"VA_B","Right","CGS-",165234
0.144144147634506,"VA_B","Right","CGS-",167743
0.174563586711884,"VA_B","Right","CGS-",173536
0.250773996114731,"VA_B","Right","CGS-",173940
0.0227272734045982,"VA_B","Right","CGS-",180937
0.228228226304054,"VA_B","Right","CGS-",194847
0.113756611943245,"VA_B","Right","CGS-",195849
0.13134329020977,"VA_B","Right","CGS-",210011
0.129729732871056,"VA_B","Right","CGS-",210415
0.102739728987217,"VA_B","Right","CGS-",214423
0.201474204659462,"VA_B","Right","CGS-",214726
0.258181810379028,"VA_B","Right","CGS-",217429
0.148796498775482,"VA_B","Right","CGS-",250932
0.179331302642822,"VA_B","Right","CGS-",366042
0.178787872195244,"VA_B","Right","CGS-",371843
0.00847457628697157,"VA_B","Right","CGS-",422632
0.122249387204647,"VA_B","Right","CGS-",465852
0.217948719859123,"VA_B","Right","CGS-",475855
0.177777782082558,"VA_B","Right","CGS-",485757
0.0621468909084797,"VA_B","Right","CGS-",499566
0.152974501252174,"VA_B","Right","CGS-",510326
0.352564096450806,"VA_B","Right","CGS-",592455
0.186567157506943,"VA_B","Right","CGS-",622236
0.165242165327072,"VA_B","Right","CGS-",685058
0.430921047925949,"VA_B","Right","CGS-",734045
0.0796178355813026,"VA_B","Right","CGS-",788876
0.28606966137886,"VA_B","Right","CGS-",889579
0.0943396240472794,"VA_B","Right","CGS-",937160
0.0898550748825073,"VA_B","Right","CGS-",957974
0.057591624557972,"VA_B","Right","CGS-",107725
0.10365853458643,"VA_B","Right","CGS-",108222
0.0943952798843384,"VA_B","Right","CGS-",109830
0.127478748559952,"VA_B","Right","CGS-",115219
0.00342465750873089,"VA_B","Right","CGS-",117930
0.175953075289726,"VA_B","Right","CGS-",129634
0.223837211728096,"VA_B","Right","CGS-",134223
0.135265693068504,"VA_B","Right","CGS-",136732
0.212500005960464,"VA_B","Right","CGS-",144125
0.249336868524551,"VA_B","Right","CGS-",159946
0.15288220345974,"VA_B","Right","CGS-",160729
0.169230774044991,"VA_B","Right","CGS-",170631
0.0752427205443382,"VA_B","Right","CGS-",176239
0.183368876576424,"VA_B","Right","CGS-",177342
0.259259253740311,"VA_B","Right","CGS-",192136
0.111111111938953,"VA_B","Right","CGS-",208125
0.164079830050468,"VA_B","Right","CGS-",212015
0.110403396189213,"VA_B","Right","CGS-",220721
0.322660088539124,"VA_B","Right","CGS-",432332
0.0615763552486897,"VA_B","Right","CGS-",459453
0.082242988049984,"VA_B","Right","CGS-",576255
0.0274725276976824,"VA_B","Right","CGS-",588565
0.162162154912949,"VA_B","Right","CGS-",615744
0.129518076777458,"VA_B","Right","CGS-",680250
0.103244841098785,"VA_B","Right","CGS-",812746
0.228070169687271,"VA_B","Right","CGS-",872562
0.171348318457603,"VA_B","Right","CGS-",894067
0.180055394768715,"VA_B","Right","CGS-",992673
0.0364583320915699,"VA_B","Right","CGS-",993675
0,"CTRL_A","Right","CGS-",109325
0.0385852083563805,"CTRL_A","Right","CGS-",118730
0,"CTRL_A","Right","CGS-",133928
0.0231788083910942,"CTRL_A","Right","CGS-",136227
0.00258397939614952,"CTRL_A","Right","CGS-",144832
0,"CTRL_A","Right","CGS-",147737
0.0434782616794109,"CTRL_A","Right","CGS-",148032
0,"CTRL_A","Right","CGS-",151223
0.00735294120386243,"CTRL_A","Right","CGS-",155635
0,"CTRL_A","Right","CGS-",157437
0,"CTRL_A","Right","CGS-",161731
0,"CTRL_A","Right","CGS-",163331
0.0254777073860168,"CTRL_A","Right","CGS-",165234
0,"CTRL_A","Right","CGS-",167743
0,"CTRL_A","Right","CGS-",173536
0.0123839005827904,"CTRL_A","Right","CGS-",173940
0.0750000029802322,"CTRL_A","Right","CGS-",180937
0,"CTRL_A","Right","CGS-",194847
0,"CTRL_A","Right","CGS-",195849
0,"CTRL_A","Right","CGS-",210011
0,"CTRL_A","Right","CGS-",210415
0,"CTRL_A","Right","CGS-",214423
0,"CTRL_A","Right","CGS-",214726
0,"CTRL_A","Right","CGS-",217429
0,"CTRL_A","Right","CGS-",250932
0,"CTRL_A","Right","CGS-",366042
0,"CTRL_A","Right","CGS-",371843
0,"CTRL_A","Right","CGS-",422632
0,"CTRL_A","Right","CGS-",465852
0,"CTRL_A","Right","CGS-",475855
0.126984134316444,"CTRL_A","Right","CGS-",485757
0,"CTRL_A","Right","CGS-",499566
0,"CTRL_A","Right","CGS-",510326
0,"CTRL_A","Right","CGS-",592455
0.0298507455736399,"CTRL_A","Right","CGS-",622236
0,"CTRL_A","Right","CGS-",685058
0.00328947370871902,"CTRL_A","Right","CGS-",734045
0,"CTRL_A","Right","CGS-",788876
0,"CTRL_A","Right","CGS-",889579
0,"CTRL_A","Right","CGS-",937160
0,"CTRL_A","Right","CGS-",957974
0.0680628269910812,"CTRL_A","Right","CGS-",107725
0.0975609719753265,"CTRL_A","Right","CGS-",108222
0.020648967474699,"CTRL_A","Right","CGS-",109830
0,"CTRL_A","Right","CGS-",115219
0,"CTRL_A","Right","CGS-",117930
0,"CTRL_A","Right","CGS-",129634
0.0697674453258514,"CTRL_A","Right","CGS-",134223
0.144927531480789,"CTRL_A","Right","CGS-",136732
0,"CTRL_A","Right","CGS-",144125
0,"CTRL_A","Right","CGS-",159946
0.00250626564957201,"CTRL_A","Right","CGS-",160729
0.0128205129876733,"CTRL_A","Right","CGS-",170631
0,"CTRL_A","Right","CGS-",176239
0.0426439233124256,"CTRL_A","Right","CGS-",177342
0.0370370373129845,"CTRL_A","Right","CGS-",192136
0,"CTRL_A","Right","CGS-",208125
0.0554323717951775,"CTRL_A","Right","CGS-",212015
0.123142249882221,"CTRL_A","Right","CGS-",220721
0.0123152704909444,"CTRL_A","Right","CGS-",432332
0.0369458124041557,"CTRL_A","Right","CGS-",459453
0.0915887877345085,"CTRL_A","Right","CGS-",576255
0.104395605623722,"CTRL_A","Right","CGS-",588565
0,"CTRL_A","Right","CGS-",615744
0.0120481923222542,"CTRL_A","Right","CGS-",680250
0,"CTRL_A","Right","CGS-",812746
0,"CTRL_A","Right","CGS-",872562
0.0365168526768684,"CTRL_A","Right","CGS-",894067
0,"CTRL_A","Right","CGS-",992673
0.00520833348855376,"CTRL_A","Right","CGS-",993675
0,"VIS_A","Right","CGS-",109325
0,"VIS_A","Right","CGS-",118730
0,"VIS_A","Right","CGS-",133928
0,"VIS_A","Right","CGS-",136227
0,"VIS_A","Right","CGS-",144832
0,"VIS_A","Right","CGS-",147737
0,"VIS_A","Right","CGS-",148032
0,"VIS_A","Right","CGS-",151223
0,"VIS_A","Right","CGS-",155635
0,"VIS_A","Right","CGS-",157437
0,"VIS_A","Right","CGS-",161731
0,"VIS_A","Right","CGS-",163331
0,"VIS_A","Right","CGS-",165234
0,"VIS_A","Right","CGS-",167743
0.00498753134161234,"VIS_A","Right","CGS-",173536
0,"VIS_A","Right","CGS-",173940
0,"VIS_A","Right","CGS-",180937
0,"VIS_A","Right","CGS-",194847
0,"VIS_A","Right","CGS-",195849
0,"VIS_A","Right","CGS-",210011
0,"VIS_A","Right","CGS-",210415
0,"VIS_A","Right","CGS-",214423
0,"VIS_A","Right","CGS-",214726
0,"VIS_A","Right","CGS-",217429
0,"VIS_A","Right","CGS-",250932
0,"VIS_A","Right","CGS-",366042
0,"VIS_A","Right","CGS-",371843
0,"VIS_A","Right","CGS-",422632
0,"VIS_A","Right","CGS-",465852
0,"VIS_A","Right","CGS-",475855
0,"VIS_A","Right","CGS-",485757
0,"VIS_A","Right","CGS-",499566
0,"VIS_A","Right","CGS-",510326
0,"VIS_A","Right","CGS-",592455
0,"VIS_A","Right","CGS-",622236
0,"VIS_A","Right","CGS-",685058
0,"VIS_A","Right","CGS-",734045
0,"VIS_A","Right","CGS-",788876
0,"VIS_A","Right","CGS-",889579
0,"VIS_A","Right","CGS-",937160
0,"VIS_A","Right","CGS-",957974
0,"VIS_A","Right","CGS-",107725
0.0152439028024673,"VIS_A","Right","CGS-",108222
0,"VIS_A","Right","CGS-",109830
0,"VIS_A","Right","CGS-",115219
0,"VIS_A","Right","CGS-",117930
0,"VIS_A","Right","CGS-",129634
0,"VIS_A","Right","CGS-",134223
0.0314009673893452,"VIS_A","Right","CGS-",136732
0,"VIS_A","Right","CGS-",144125
0,"VIS_A","Right","CGS-",159946
0,"VIS_A","Right","CGS-",160729
0,"VIS_A","Right","CGS-",170631
0,"VIS_A","Right","CGS-",176239
0,"VIS_A","Right","CGS-",177342
0,"VIS_A","Right","CGS-",192136
0,"VIS_A","Right","CGS-",208125
0,"VIS_A","Right","CGS-",212015
0,"VIS_A","Right","CGS-",220721
0,"VIS_A","Right","CGS-",432332
0.00985221657902002,"VIS_A","Right","CGS-",459453
0,"VIS_A","Right","CGS-",576255
0,"VIS_A","Right","CGS-",588565
0,"VIS_A","Right","CGS-",615744
0,"VIS_A","Right","CGS-",680250
0,"VIS_A","Right","CGS-",812746
0,"VIS_A","Right","CGS-",872562
0,"VIS_A","Right","CGS-",894067
0,"VIS_A","Right","CGS-",992673
0,"VIS_A","Right","CGS-",993675
0,"TP","Right","CGS-",109325
0,"TP","Right","CGS-",118730
0,"TP","Right","CGS-",133928
0.0728476792573929,"TP","Right","CGS-",136227
0,"TP","Right","CGS-",144832
0,"TP","Right","CGS-",147737
0,"TP","Right","CGS-",148032
0,"TP","Right","CGS-",151223
0.0147058824077249,"TP","Right","CGS-",155635
0,"TP","Right","CGS-",157437
0,"TP","Right","CGS-",161731
0,"TP","Right","CGS-",163331
0,"TP","Right","CGS-",165234
0.0330330319702625,"TP","Right","CGS-",167743
0,"TP","Right","CGS-",173536
0.00309597514569759,"TP","Right","CGS-",173940
0,"TP","Right","CGS-",180937
0,"TP","Right","CGS-",194847
0,"TP","Right","CGS-",195849
0,"TP","Right","CGS-",210011
0,"TP","Right","CGS-",210415
0.0376712344586849,"TP","Right","CGS-",214423
0,"TP","Right","CGS-",214726
0.00181818183045834,"TP","Right","CGS-",217429
0,"TP","Right","CGS-",250932
0,"TP","Right","CGS-",366042
0,"TP","Right","CGS-",371843
0.0254237279295921,"TP","Right","CGS-",422632
0,"TP","Right","CGS-",465852
0,"TP","Right","CGS-",475855
0,"TP","Right","CGS-",485757
0,"TP","Right","CGS-",499566
0,"TP","Right","CGS-",510326
0,"TP","Right","CGS-",592455
0,"TP","Right","CGS-",622236
0,"TP","Right","CGS-",685058
0,"TP","Right","CGS-",734045
0.143312096595764,"TP","Right","CGS-",788876
0,"TP","Right","CGS-",889579
0.0849056616425514,"TP","Right","CGS-",937160
0,"TP","Right","CGS-",957974
0,"TP","Right","CGS-",107725
0,"TP","Right","CGS-",108222
0,"TP","Right","CGS-",109830
0,"TP","Right","CGS-",115219
0,"TP","Right","CGS-",117930
0.0234604105353355,"TP","Right","CGS-",129634
0.0116279069334269,"TP","Right","CGS-",134223
0.00966183561831713,"TP","Right","CGS-",136732
0,"TP","Right","CGS-",144125
0.0318302400410175,"TP","Right","CGS-",159946
0.0175438597798347,"TP","Right","CGS-",160729
0,"TP","Right","CGS-",170631
0.00242718448862433,"TP","Right","CGS-",176239
0.00213219621218741,"TP","Right","CGS-",177342
0,"TP","Right","CGS-",192136
0.038011696189642,"TP","Right","CGS-",208125
0,"TP","Right","CGS-",212015
0,"TP","Right","CGS-",220721
0.0270935967564583,"TP","Right","CGS-",432332
0,"TP","Right","CGS-",459453
0,"TP","Right","CGS-",576255
0,"TP","Right","CGS-",588565
0,"TP","Right","CGS-",615744
0,"TP","Right","CGS-",680250
0.0265486724674702,"TP","Right","CGS-",812746
0,"TP","Right","CGS-",872562
0,"TP","Right","CGS-",894067
0,"TP","Right","CGS-",992673
0,"TP","Right","CGS-",993675
0,"DA_A","Right","CGS-",109325
0,"DA_A","Right","CGS-",118730
0,"DA_A","Right","CGS-",133928
0,"DA_A","Right","CGS-",136227
0,"DA_A","Right","CGS-",144832
0,"DA_A","Right","CGS-",147737
0.00289855082519352,"DA_A","Right","CGS-",148032
0,"DA_A","Right","CGS-",151223
0,"DA_A","Right","CGS-",155635
0,"DA_A","Right","CGS-",157437
0,"DA_A","Right","CGS-",161731
0,"DA_A","Right","CGS-",163331
0,"DA_A","Right","CGS-",165234
0,"DA_A","Right","CGS-",167743
0,"DA_A","Right","CGS-",173536
0,"DA_A","Right","CGS-",173940
0,"DA_A","Right","CGS-",180937
0,"DA_A","Right","CGS-",194847
0,"DA_A","Right","CGS-",195849
0,"DA_A","Right","CGS-",210011
0,"DA_A","Right","CGS-",210415
0,"DA_A","Right","CGS-",214423
0,"DA_A","Right","CGS-",214726
0,"DA_A","Right","CGS-",217429
0.00218818383291364,"DA_A","Right","CGS-",250932
0,"DA_A","Right","CGS-",366042
0,"DA_A","Right","CGS-",371843
0,"DA_A","Right","CGS-",422632
0.00244498788379133,"DA_A","Right","CGS-",465852
0,"DA_A","Right","CGS-",475855
0,"DA_A","Right","CGS-",485757
0.0225988700985909,"DA_A","Right","CGS-",499566
0,"DA_A","Right","CGS-",510326
0.0192307699471712,"DA_A","Right","CGS-",592455
0,"DA_A","Right","CGS-",622236
0,"DA_A","Right","CGS-",685058
0,"DA_A","Right","CGS-",734045
0,"DA_A","Right","CGS-",788876
0,"DA_A","Right","CGS-",889579
0.00314465397968888,"DA_A","Right","CGS-",937160
0.0463768132030964,"DA_A","Right","CGS-",957974
0,"DA_A","Right","CGS-",107725
0.0182926822453737,"DA_A","Right","CGS-",108222
0,"DA_A","Right","CGS-",109830
0,"DA_A","Right","CGS-",115219
0,"DA_A","Right","CGS-",117930
0,"DA_A","Right","CGS-",129634
0,"DA_A","Right","CGS-",134223
0.028985507786274,"DA_A","Right","CGS-",136732
0,"DA_A","Right","CGS-",144125
0,"DA_A","Right","CGS-",159946
0,"DA_A","Right","CGS-",160729
0,"DA_A","Right","CGS-",170631
0,"DA_A","Right","CGS-",176239
0.0213219616562128,"DA_A","Right","CGS-",177342
0,"DA_A","Right","CGS-",192136
0,"DA_A","Right","CGS-",208125
0.0532150790095329,"DA_A","Right","CGS-",212015
0,"DA_A","Right","CGS-",220721
0.0123152704909444,"DA_A","Right","CGS-",432332
0.0270935967564583,"DA_A","Right","CGS-",459453
0,"DA_A","Right","CGS-",576255
0,"DA_A","Right","CGS-",588565
0.00491400482133031,"DA_A","Right","CGS-",615744
0,"DA_A","Right","CGS-",680250
0,"DA_A","Right","CGS-",812746
0,"DA_A","Right","CGS-",872562
0,"DA_A","Right","CGS-",894067
0,"DA_A","Right","CGS-",992673
0,"DA_A","Right","CGS-",993675
0.28571429848671,"CTRL_C","Right","CGS-",109325
0.273311883211136,"CTRL_C","Right","CGS-",118730
0.400862067937851,"CTRL_C","Right","CGS-",133928
0.195364236831665,"CTRL_C","Right","CGS-",136227
0.315245479345322,"CTRL_C","Right","CGS-",144832
0.311345636844635,"CTRL_C","Right","CGS-",147737
0.394202888011932,"CTRL_C","Right","CGS-",148032
0.356164395809174,"CTRL_C","Right","CGS-",151223
0.191176474094391,"CTRL_C","Right","CGS-",155635
0.452095806598663,"CTRL_C","Right","CGS-",157437
0.177777782082558,"CTRL_C","Right","CGS-",161731
0.159999996423721,"CTRL_C","Right","CGS-",163331
0.248407647013664,"CTRL_C","Right","CGS-",165234
0.306306302547455,"CTRL_C","Right","CGS-",167743
0.174563586711884,"CTRL_C","Right","CGS-",173536
0.111455105245113,"CTRL_C","Right","CGS-",173940
0.165909096598625,"CTRL_C","Right","CGS-",180937
0.31831830739975,"CTRL_C","Right","CGS-",194847
0.325396835803986,"CTRL_C","Right","CGS-",195849
0.0656716451048851,"CTRL_C","Right","CGS-",210011
0.429729729890823,"CTRL_C","Right","CGS-",210415
0.50684928894043,"CTRL_C","Right","CGS-",214423
0.312039315700531,"CTRL_C","Right","CGS-",214726
0.159999996423721,"CTRL_C","Right","CGS-",217429
0.242888405919075,"CTRL_C","Right","CGS-",250932
0.37386018037796,"CTRL_C","Right","CGS-",366042
0.187878787517548,"CTRL_C","Right","CGS-",371843
0.378531068563461,"CTRL_C","Right","CGS-",422632
0.396088033914566,"CTRL_C","Right","CGS-",465852
0.185897439718246,"CTRL_C","Right","CGS-",475855
0.384126991033554,"CTRL_C","Right","CGS-",485757
0.341807901859283,"CTRL_C","Right","CGS-",499566
0.220963180065155,"CTRL_C","Right","CGS-",510326
0.22115384042263,"CTRL_C","Right","CGS-",592455
0.384328365325928,"CTRL_C","Right","CGS-",622236
0.299145311117172,"CTRL_C","Right","CGS-",685058
0.463815778493881,"CTRL_C","Right","CGS-",734045
0.261146485805511,"CTRL_C","Right","CGS-",788876
0.124378107488155,"CTRL_C","Right","CGS-",889579
0.169811323285103,"CTRL_C","Right","CGS-",937160
0.47826087474823,"CTRL_C","Right","CGS-",957974
0.217277482151985,"CTRL_C","Right","CGS-",107725
0.390243887901306,"CTRL_C","Right","CGS-",108222
0.274336278438568,"CTRL_C","Right","CGS-",109830
0.291784703731537,"CTRL_C","Right","CGS-",115219
0.452054798603058,"CTRL_C","Right","CGS-",117930
0.222873896360397,"CTRL_C","Right","CGS-",129634
0.290697664022446,"CTRL_C","Right","CGS-",134223
0.316425114870071,"CTRL_C","Right","CGS-",136732
0.140000000596046,"CTRL_C","Right","CGS-",144125
0.379310339689255,"CTRL_C","Right","CGS-",159946
0.245614036917686,"CTRL_C","Right","CGS-",160729
0.133333340287209,"CTRL_C","Right","CGS-",170631
0.121359221637249,"CTRL_C","Right","CGS-",176239
0.104477614164352,"CTRL_C","Right","CGS-",177342
0.240740746259689,"CTRL_C","Right","CGS-",192136
0.0994152054190636,"CTRL_C","Right","CGS-",208125
0.350332587957382,"CTRL_C","Right","CGS-",212015
0.292993634939194,"CTRL_C","Right","CGS-",220721
0.241379305720329,"CTRL_C","Right","CGS-",432332
0.32019704580307,"CTRL_C","Right","CGS-",459453
0.239252343773842,"CTRL_C","Right","CGS-",576255
0.239010989665985,"CTRL_C","Right","CGS-",588565
0.368550360202789,"CTRL_C","Right","CGS-",615744
0.35542169213295,"CTRL_C","Right","CGS-",680250
0.283185839653015,"CTRL_C","Right","CGS-",812746
0.21345029771328,"CTRL_C","Right","CGS-",872562
0.221910119056702,"CTRL_C","Right","CGS-",894067
0.329639881849289,"CTRL_C","Right","CGS-",992673
0.330729156732559,"CTRL_C","Right","CGS-",993675
0.129568099975586,"DM_A","Right","CGS-",109325
0.154340833425522,"DM_A","Right","CGS-",118730
0,"DM_A","Right","CGS-",133928
0.198675498366356,"DM_A","Right","CGS-",136227
0.0723514184355736,"DM_A","Right","CGS-",144832
0.0158311352133751,"DM_A","Right","CGS-",147737
0.0115942033007741,"DM_A","Right","CGS-",148032
0.0520547963678837,"DM_A","Right","CGS-",151223
0.253676474094391,"DM_A","Right","CGS-",155635
0,"DM_A","Right","CGS-",157437
0.147222220897675,"DM_A","Right","CGS-",161731
0.129999995231628,"DM_A","Right","CGS-",163331
0.00318471342325211,"DM_A","Right","CGS-",165234
0.0120120123028755,"DM_A","Right","CGS-",167743
0.0573566071689129,"DM_A","Right","CGS-",173536
0,"DM_A","Right","CGS-",173940
0.0113636367022991,"DM_A","Right","CGS-",180937
0.0480480492115021,"DM_A","Right","CGS-",194847
0.0370370373129845,"DM_A","Right","CGS-",195849
0.137313425540924,"DM_A","Right","CGS-",210011
0.0243243239820004,"DM_A","Right","CGS-",210415
0.00684931501746178,"DM_A","Right","CGS-",214423
0.167076170444489,"DM_A","Right","CGS-",214726
0.0599999986588955,"DM_A","Right","CGS-",217429
0.0787746161222458,"DM_A","Right","CGS-",250932
0,"DM_A","Right","CGS-",366042
0.030303031206131,"DM_A","Right","CGS-",371843
0.0169491525739431,"DM_A","Right","CGS-",422632
0.0880195572972298,"DM_A","Right","CGS-",465852
0,"DM_A","Right","CGS-",475855
0.0222222227603197,"DM_A","Right","CGS-",485757
0,"DM_A","Right","CGS-",499566
0.0141643062233925,"DM_A","Right","CGS-",510326
0.00320512824691832,"DM_A","Right","CGS-",592455
0.0858208984136581,"DM_A","Right","CGS-",622236
0.00284900283440948,"DM_A","Right","CGS-",685058
0.0230263154953718,"DM_A","Right","CGS-",734045
0.0700636953115463,"DM_A","Right","CGS-",788876
0.22636815905571,"DM_A","Right","CGS-",889579
0.10691823810339,"DM_A","Right","CGS-",937160
0,"DM_A","Right","CGS-",957974
0.0706806257367134,"DM_A","Right","CGS-",107725
0.0274390242993832,"DM_A","Right","CGS-",108222
0.0825958698987961,"DM_A","Right","CGS-",109830
0.0396600551903248,"DM_A","Right","CGS-",115219
0.0684931501746178,"DM_A","Right","CGS-",117930
0.137829914689064,"DM_A","Right","CGS-",129634
0.119186043739319,"DM_A","Right","CGS-",134223
0.152173906564713,"DM_A","Right","CGS-",136732
0.115000002086163,"DM_A","Right","CGS-",144125
0.0450928397476673,"DM_A","Right","CGS-",159946
0.0726817026734352,"DM_A","Right","CGS-",160729
0.0769230797886848,"DM_A","Right","CGS-",170631
0.135922327637672,"DM_A","Right","CGS-",176239
0.1321961581707,"DM_A","Right","CGS-",177342
0.0687830671668053,"DM_A","Right","CGS-",192136
0.0409356728196144,"DM_A","Right","CGS-",208125
0,"DM_A","Right","CGS-",212015
0.0828025490045547,"DM_A","Right","CGS-",220721
0,"DM_A","Right","CGS-",432332
0.0911330059170723,"DM_A","Right","CGS-",459453
0,"DM_A","Right","CGS-",576255
0.0796703323721886,"DM_A","Right","CGS-",588565
0.0221130214631557,"DM_A","Right","CGS-",615744
0,"DM_A","Right","CGS-",680250
0.117994099855423,"DM_A","Right","CGS-",812746
0.172514617443085,"DM_A","Right","CGS-",872562
0.070224717259407,"DM_A","Right","CGS-",894067
